Recency,Frequency,MonetaryValue,Cluster,Segment
563,1,310.83,0,At-Risk
428,4,1703.07,2,Potential Loyalists
18,7,634.33,2,Potential Loyalists
432,6,2037.7,2,Potential Loyalists
28,11,2010.41,1,Champions
8,22,26626.8,1,Champions
492,1,277.48,0,At-Risk
552,7,2774.0,2,Potential Loyalists
421,4,3517.69,2,Potential Loyalists
37,1,151.05,0,At-Risk
157,1,214.79999999999998,0,At-Risk
284,1,109.95,0,At-Risk
107,3,1526.06,2,Potential Loyalists
25,7,3850.79,1,Champions
75,4,322.41,2,Potential Loyalists
16,3,687.0699999999999,2,Potential Loyalists
158,4,842.42,2,Potential Loyalists
44,2,1198.74,2,Potential Loyalists
385,1,224.51,0,At-Risk
11,11,3509.41,1,Champions
32,8,1798.22,2,Potential Loyalists
291,1,53.5,0,At-Risk
21,9,2253.89,1,Champions
333,13,3330.0299999999997,2,Potential Loyalists
18,2,494.44,2,Potential Loyalists
4,38,9999.460000000001,1,Champions
63,5,1129.51,2,Potential Loyalists
375,1,416.35,0,At-Risk
198,6,415.87,2,Potential Loyalists
33,4,868.37,2,Potential Loyalists
1,5,2919.65,1,Champions
7,16,2697.75,1,Champions
5,6,3512.53,1,Champions
10,4,896.66,2,Potential Loyalists
32,6,946.94,2,Potential Loyalists
53,1,109.36000000000001,0,At-Risk
12,2,707.04,2,Potential Loyalists
18,15,3307.2,1,Champions
19,4,1548.1299999999999,2,Potential Loyalists
37,3,1362.4,2,Potential Loyalists
2,3,640.21,2,Potential Loyalists
18,7,2664.81,2,Potential Loyalists
82,4,1320.56,2,Potential Loyalists
449,1,157.2,0,At-Risk
33,5,1328.61,2,Potential Loyalists
382,2,309.49,0,At-Risk
66,5,1771.45,2,Potential Loyalists
470,2,104.0,0,At-Risk
9,2,987.01,2,Potential Loyalists
267,2,1308.48,0,At-Risk
247,3,362.95,0,At-Risk
4,4,2157.4,2,Potential Loyalists
61,1,1780.59,2,Potential Loyalists
396,2,258.7,0,At-Risk
408,2,353.1,0,At-Risk
75,7,2974.84,2,Potential Loyalists
90,4,1358.95,2,Potential Loyalists
60,5,1030.61,2,Potential Loyalists
29,3,1102.59,2,Potential Loyalists
323,5,918.55,2,Potential Loyalists
654,1,186.05,0,At-Risk
53,4,1382.07,2,Potential Loyalists
537,3,467.5,0,At-Risk
401,4,1103.61,0,At-Risk
270,3,763.05,0,At-Risk
2,23,5561.66,1,Champions
57,5,1555.34,2,Potential Loyalists
61,14,3537.85,1,Champions
476,1,137.8,0,At-Risk
628,1,127.88,0,At-Risk
154,2,1705.8,2,Potential Loyalists
19,3,641.82,2,Potential Loyalists
95,9,3159.44,2,Potential Loyalists
1,23,6849.15,1,Champions
265,2,511.4,0,At-Risk
312,1,177.5,0,At-Risk
70,1,443.05,0,At-Risk
302,2,167.25,0,At-Risk
19,3,552.68,2,Potential Loyalists
13,14,2821.65,1,Champions
591,1,231.93,0,At-Risk
36,12,5709.04,1,Champions
734,1,130.32,0,At-Risk
19,4,910.1899999999999,2,Potential Loyalists
54,5,647.23,2,Potential Loyalists
57,2,528.98,2,Potential Loyalists
22,5,559.71,2,Potential Loyalists
44,3,719.44,2,Potential Loyalists
27,9,2972.88,1,Champions
493,1,35.7,0,At-Risk
45,5,1101.94,2,Potential Loyalists
113,8,1487.42,2,Potential Loyalists
396,1,75.0,0,At-Risk
376,3,526.27,0,At-Risk
17,109,63651.47,1,Champions
25,1,346.12,2,Potential Loyalists
191,2,443.06,0,At-Risk
302,1,302.7,0,At-Risk
2,10,1908.25,1,Champions
263,2,241.06,0,At-Risk
414,3,660.28,0,At-Risk
106,1,284.55,0,At-Risk
57,7,1117.94,2,Potential Loyalists
213,3,642.81,0,At-Risk
64,1,287.4,0,At-Risk
28,2,384.52,2,Potential Loyalists
29,12,2741.74,1,Champions
512,3,1011.5699999999999,0,At-Risk
668,3,329.34,0,At-Risk
381,2,301.25,0,At-Risk
6,5,798.35,2,Potential Loyalists
722,1,310.70000000000005,0,At-Risk
8,6,3856.9700000000003,1,Champions
67,5,1034.43,2,Potential Loyalists
2,5,899.47,2,Potential Loyalists
521,1,162.24,0,At-Risk
46,17,3656.58,1,Champions
34,4,602.73,2,Potential Loyalists
1,2,168472.5,1,Champions
136,3,775.14,2,Potential Loyalists
198,2,367.87,0,At-Risk
198,2,707.69,0,At-Risk
150,3,1505.73,2,Potential Loyalists
88,3,1013.15,2,Potential Loyalists
631,2,332.17,0,At-Risk
531,2,251.71,0,At-Risk
45,4,30.950000000000003,0,At-Risk
64,11,4384.37,1,Champions
99,13,6862.91,1,Champions
218,1,208.36,0,At-Risk
3,30,5715.34,1,Champions
730,1,71.78999999999999,0,At-Risk
28,3,814.72,2,Potential Loyalists
178,3,1615.22,2,Potential Loyalists
74,3,136.0,0,At-Risk
21,4,1422.4,2,Potential Loyalists
20,3,1314.68,2,Potential Loyalists
421,2,746.24,0,At-Risk
34,15,3838.59,1,Champions
509,7,2869.16,2,Potential Loyalists
74,3,787.52,2,Potential Loyalists
24,5,828.91,2,Potential Loyalists
52,11,2458.6,1,Champions
275,4,1189.98,2,Potential Loyalists
434,2,789.6,0,At-Risk
165,4,470.83,0,At-Risk
7,7,1871.5,1,Champions
88,4,544.3,2,Potential Loyalists
432,1,350.35,0,At-Risk
64,11,4320.02,1,Champions
25,3,331.0,2,Potential Loyalists
10,2,300.83,2,Potential Loyalists
76,1,769.29,0,At-Risk
682,1,453.38,0,At-Risk
16,1,220.62,2,Potential Loyalists
192,1,139.35,0,At-Risk
174,2,404.3,0,At-Risk
77,5,2294.68,2,Potential Loyalists
538,1,134.36,0,At-Risk
577,2,209.4,0,At-Risk
33,3,498.8,2,Potential Loyalists
380,2,303.7,0,At-Risk
436,1,205.41000000000003,0,At-Risk
47,2,1533.16,2,Potential Loyalists
541,1,385.56,0,At-Risk
80,7,2132.09,2,Potential Loyalists
297,1,826.53,0,At-Risk
3,3,684.41,2,Potential Loyalists
9,6,2330.77,2,Potential Loyalists
50,23,6695.28,1,Champions
161,2,100.97,0,At-Risk
360,8,2578.34,2,Potential Loyalists
5,9,843.9100000000001,2,Potential Loyalists
383,1,1237.23,0,At-Risk
620,2,266.5,0,At-Risk
107,11,3614.34,1,Champions
25,1,484.38,2,Potential Loyalists
32,1,777.6,2,Potential Loyalists
20,2,90.30000000000001,0,At-Risk
572,1,152.76,0,At-Risk
630,1,248.8,0,At-Risk
297,1,363.7,0,At-Risk
372,6,2100.0,2,Potential Loyalists
22,6,1819.02,2,Potential Loyalists
5,4,874.59,2,Potential Loyalists
52,10,3216.3,1,Champions
30,1,101.69999999999999,0,At-Risk
277,1,162.7,0,At-Risk
61,4,959.37,2,Potential Loyalists
25,4,556.26,2,Potential Loyalists
186,6,2482.62,2,Potential Loyalists
415,3,1148.01,0,At-Risk
436,2,433.36,0,At-Risk
2,28,11916.33,1,Champions
446,2,308.14,0,At-Risk
2,48,24582.64,1,Champions
172,2,717.21,0,At-Risk
81,2,1272.44,2,Potential Loyalists
4,1,244.41,2,Potential Loyalists
190,4,2012.0,2,Potential Loyalists
668,1,48.349999999999994,0,At-Risk
22,11,2298.33,1,Champions
18,5,8756.64,1,Champions
19,3,1095.56,2,Potential Loyalists
642,1,635.9,0,At-Risk
5,3,1001.59,2,Potential Loyalists
110,1,548.97,0,At-Risk
641,1,23.35,0,At-Risk
541,3,399.62,0,At-Risk
3,10,3732.01,1,Champions
414,1,226.70000000000002,0,At-Risk
735,1,424.03,0,At-Risk
54,2,257.32,0,At-Risk
592,1,292.21,0,At-Risk
520,4,376.70000000000005,0,At-Risk
165,2,689.82,0,At-Risk
291,5,5606.47,2,Potential Loyalists
546,1,111.71,0,At-Risk
599,1,30.15,0,At-Risk
10,34,13182.19,1,Champions
109,18,9435.13,1,Champions
96,7,2237.12,2,Potential Loyalists
243,2,475.02000000000004,0,At-Risk
163,33,16644.01,1,Champions
42,8,2841.72,2,Potential Loyalists
35,6,1915.68,2,Potential Loyalists
67,17,8012.58,1,Champions
24,2,281.85,2,Potential Loyalists
1,38,13873.51,1,Champions
397,1,185.20000000000002,0,At-Risk
27,8,3048.38,1,Champions
6,2,511.12,2,Potential Loyalists
477,1,223.85999999999999,0,At-Risk
54,6,4422.76,2,Potential Loyalists
569,1,87.8,0,At-Risk
364,4,773.05,0,At-Risk
15,5,614.66,2,Potential Loyalists
194,2,865.6,0,At-Risk
428,2,1020.9000000000001,0,At-Risk
3,5,1455.23,2,Potential Loyalists
15,20,7434.31,1,Champions
27,10,4248.74,1,Champions
127,3,1009.6,2,Potential Loyalists
85,2,663.61,2,Potential Loyalists
71,3,1301.78,2,Potential Loyalists
420,2,540.87,0,At-Risk
667,1,380.0,0,At-Risk
626,1,156.6,0,At-Risk
426,1,295.05,0,At-Risk
183,1,105.84,0,At-Risk
113,1,313.62,0,At-Risk
374,2,531.4,0,At-Risk
80,5,3163.67,2,Potential Loyalists
594,2,341.59,0,At-Risk
249,3,1462.78,2,Potential Loyalists
232,1,225.15,0,At-Risk
386,4,1361.28,2,Potential Loyalists
71,4,612.36,2,Potential Loyalists
401,2,605.9,0,At-Risk
69,1,213.5,0,At-Risk
4,28,7807.91,1,Champions
51,8,1071.1399999999999,2,Potential Loyalists
75,1,181.09,0,At-Risk
61,5,1810.18,2,Potential Loyalists
16,4,579.63,2,Potential Loyalists
4,1,90.04,2,Potential Loyalists
286,1,145.04999999999998,0,At-Risk
386,1,172.8,0,At-Risk
4,13,2153.41,1,Champions
41,3,684.25,2,Potential Loyalists
36,2,763.33,2,Potential Loyalists
75,2,482.47,0,At-Risk
563,2,432.45,0,At-Risk
724,1,60.48,0,At-Risk
404,2,357.66,0,At-Risk
18,25,5706.87,1,Champions
454,2,1288.72,0,At-Risk
15,7,5493.46,1,Champions
219,1,75.66,0,At-Risk
186,6,1785.13,2,Potential Loyalists
33,9,3245.43,1,Champions
70,1,618.59,0,At-Risk
183,3,1179.79,2,Potential Loyalists
626,1,291.5,0,At-Risk
15,2,500.42,2,Potential Loyalists
236,1,151.85,0,At-Risk
31,5,2647.59,2,Potential Loyalists
264,4,1938.33,2,Potential Loyalists
4,6,1758.93,2,Potential Loyalists
52,4,813.48,2,Potential Loyalists
544,1,225.4,0,At-Risk
246,4,1015.24,2,Potential Loyalists
81,2,810.5699999999999,2,Potential Loyalists
275,5,1654.03,2,Potential Loyalists
1,17,4413.1,1,Champions
79,1,322.8,0,At-Risk
30,7,2318.1,2,Potential Loyalists
74,2,417.73,0,At-Risk
407,1,106.80000000000001,0,At-Risk
482,7,1892.52,2,Potential Loyalists
486,2,406.4,0,At-Risk
17,6,2883.1,2,Potential Loyalists
223,6,1814.61,2,Potential Loyalists
407,1,473.0,0,At-Risk
438,4,3802.04,2,Potential Loyalists
32,4,1154.47,2,Potential Loyalists
23,15,2430.53,1,Champions
31,4,1747.98,2,Potential Loyalists
398,1,179.4,0,At-Risk
106,2,554.5,0,At-Risk
5,3,1077.45,2,Potential Loyalists
246,2,923.11,0,At-Risk
178,2,833.78,0,At-Risk
736,1,160.39,0,At-Risk
449,1,678.8,0,At-Risk
170,4,541.9,2,Potential Loyalists
43,3,672.8,2,Potential Loyalists
520,1,306.58000000000004,0,At-Risk
72,7,1916.11,2,Potential Loyalists
587,1,136.2,0,At-Risk
59,16,17550.39,1,Champions
16,2,1212.66,2,Potential Loyalists
141,8,1711.47,2,Potential Loyalists
18,13,6548.37,1,Champions
22,30,16833.170000000002,1,Champions
10,4,933.62,2,Potential Loyalists
368,6,814.07,2,Potential Loyalists
189,1,39.12,0,At-Risk
16,7,1879.55,2,Potential Loyalists
540,4,986.63,0,At-Risk
394,1,163.8,0,At-Risk
729,1,165.0,0,At-Risk
569,1,109.2,0,At-Risk
362,1,135.39999999999998,0,At-Risk
19,2,225.94,2,Potential Loyalists
68,2,570.13,2,Potential Loyalists
15,13,862.42,1,Champions
24,3,1374.8700000000001,2,Potential Loyalists
17,20,8030.150000000001,1,Champions
28,3,1692.27,2,Potential Loyalists
2,20,8134.9400000000005,1,Champions
679,1,188.83,0,At-Risk
55,2,319.61,0,At-Risk
442,2,608.86,0,At-Risk
34,6,2361.9,2,Potential Loyalists
411,2,880.62,0,At-Risk
3,12,3109.99,1,Champions
366,3,793.06,0,At-Risk
43,3,821.45,2,Potential Loyalists
73,7,1921.84,2,Potential Loyalists
5,5,1028.0,2,Potential Loyalists
534,1,320.25,0,At-Risk
4,55,147142.77,1,Champions
61,2,324.24,0,At-Risk
47,16,5070.92,1,Champions
391,1,157.63,0,At-Risk
1,4,1260.86,2,Potential Loyalists
76,2,422.59999999999997,0,At-Risk
72,4,353.03,2,Potential Loyalists
418,2,178.83,0,At-Risk
256,4,1914.6999999999998,2,Potential Loyalists
69,5,1199.46,2,Potential Loyalists
723,1,98.30000000000001,0,At-Risk
562,2,193.15,0,At-Risk
135,4,657.9000000000001,2,Potential Loyalists
241,1,112.75,0,At-Risk
227,2,1998.0,2,Potential Loyalists
380,7,994.6,2,Potential Loyalists
9,25,9167.710000000001,1,Champions
9,26,9916.73,1,Champions
415,4,1110.83,0,At-Risk
618,2,695.66,0,At-Risk
1,42,43515.051,1,Champions
37,3,531.35,2,Potential Loyalists
400,4,551.11,0,At-Risk
46,1,656.63,2,Potential Loyalists
85,14,9087.460000000001,1,Champions
19,22,6349.09,1,Champions
3,9,2868.48,1,Champions
9,13,4266.99,1,Champions
19,32,14560.69,1,Champions
219,4,1529.8,2,Potential Loyalists
78,2,625.52,2,Potential Loyalists
267,3,2149.6800000000003,2,Potential Loyalists
24,14,6986.2300000000005,1,Champions
369,5,3647.53,2,Potential Loyalists
15,14,3973.3,1,Champions
26,3,795.48,2,Potential Loyalists
262,1,292.47,0,At-Risk
17,22,8989.08,1,Champions
91,4,1301.63,2,Potential Loyalists
405,1,147.35,0,At-Risk
302,14,1882.11,2,Potential Loyalists
26,7,2088.41,2,Potential Loyalists
364,4,1437.42,2,Potential Loyalists
46,4,1054.67,2,Potential Loyalists
38,21,7239.92,1,Champions
52,3,743.11,2,Potential Loyalists
648,1,174.05,0,At-Risk
32,4,4387.64,2,Potential Loyalists
530,1,259.68,0,At-Risk
52,3,650.51,2,Potential Loyalists
79,14,6270.56,1,Champions
506,5,2956.56,2,Potential Loyalists
53,2,835.1999999999999,2,Potential Loyalists
298,1,3.75,0,At-Risk
177,2,786.43,0,At-Risk
395,1,236.81,0,At-Risk
625,1,173.06,0,At-Risk
47,14,2852.6099999999997,1,Champions
29,14,4253.26,1,Champions
11,7,1304.76,2,Potential Loyalists
87,17,7194.3,1,Champions
5,42,18066.4,1,Champions
38,2,836.06,2,Potential Loyalists
18,14,3637.33,1,Champions
591,2,4387.08,2,Potential Loyalists
45,5,623.93,2,Potential Loyalists
31,1,1764.72,2,Potential Loyalists
373,1,415.0,0,At-Risk
58,1,223.92000000000002,0,At-Risk
372,29,67502.47,1,Champions
114,7,2900.58,2,Potential Loyalists
215,7,1312.3700000000001,2,Potential Loyalists
319,2,270.48,0,At-Risk
65,1,369.34000000000003,0,At-Risk
8,3,789.79,2,Potential Loyalists
430,1,228.0,0,At-Risk
97,1,316.62,0,At-Risk
20,3,1501.38,2,Potential Loyalists
199,2,964.6999999999999,0,At-Risk
4,13,2799.25,1,Champions
294,2,454.75,0,At-Risk
273,2,1145.6,0,At-Risk
31,15,8073.8,1,Champions
48,9,1708.12,2,Potential Loyalists
260,4,1141.75,2,Potential Loyalists
58,9,1932.13,2,Potential Loyalists
33,10,3967.6,1,Champions
423,3,3723.5499999999997,2,Potential Loyalists
57,3,421.24,2,Potential Loyalists
68,8,1594.45,2,Potential Loyalists
10,16,3056.89,1,Champions
60,2,619.85,2,Potential Loyalists
80,5,1307.76,2,Potential Loyalists
74,2,245.94,0,At-Risk
2,53,33268.24,1,Champions
100,3,605.55,2,Potential Loyalists
372,2,934.25,0,At-Risk
10,38,10438.41,1,Champions
437,1,391.95,0,At-Risk
20,5,896.53,2,Potential Loyalists
410,1,533.78,0,At-Risk
394,1,51.839999999999996,0,At-Risk
398,4,1035.43,0,At-Risk
123,5,1950.3,2,Potential Loyalists
8,1,80.8,0,At-Risk
4,6,1545.6200000000001,2,Potential Loyalists
29,15,4038.69,1,Champions
282,5,623.46,2,Potential Loyalists
57,1,243.84,0,At-Risk
1,15,2090.91,1,Champions
365,3,2492.39,2,Potential Loyalists
89,1,305.62,0,At-Risk
393,5,1827.77,2,Potential Loyalists
554,3,848.71,0,At-Risk
432,2,495.98,0,At-Risk
11,1,1201.49,2,Potential Loyalists
163,4,1619.73,2,Potential Loyalists
679,2,582.61,0,At-Risk
65,1,332.3,0,At-Risk
23,3,536.99,2,Potential Loyalists
174,5,1097.24,2,Potential Loyalists
103,4,801.49,2,Potential Loyalists
143,6,2123.88,2,Potential Loyalists
99,2,288.42,0,At-Risk
23,9,1727.43,2,Potential Loyalists
192,2,842.0400000000001,0,At-Risk
5,2,547.07,2,Potential Loyalists
361,4,2392.0,2,Potential Loyalists
8,10,1692.98,1,Champions
14,36,12499.710000000001,1,Champions
454,2,410.97,0,At-Risk
103,4,417.06,2,Potential Loyalists
3,13,2804.9,1,Champions
11,11,3349.57,1,Champions
465,2,182.59,0,At-Risk
96,1,497.61,0,At-Risk
382,1,113.35,0,At-Risk
686,1,181.39,0,At-Risk
227,7,2260.09,2,Potential Loyalists
16,3,686.24,2,Potential Loyalists
39,5,1826.89,2,Potential Loyalists
51,1,341.7,0,At-Risk
393,5,392.13,0,At-Risk
93,2,128.5,0,At-Risk
157,2,513.32,0,At-Risk
39,4,1207.5,2,Potential Loyalists
565,1,91.8,0,At-Risk
184,5,417.61,2,Potential Loyalists
1,6,2409.04,1,Champions
228,2,898.96,0,At-Risk
128,6,1538.41,2,Potential Loyalists
40,4,782.37,2,Potential Loyalists
31,11,3170.98,1,Champions
197,4,1159.61,2,Potential Loyalists
9,44,22310.49,1,Champions
603,2,139.85,0,At-Risk
37,12,4006.06,1,Champions
101,3,1264.19,2,Potential Loyalists
43,35,19571.43,1,Champions
563,2,614.34,0,At-Risk
618,1,253.88,0,At-Risk
50,3,842.41,2,Potential Loyalists
43,2,614.89,2,Potential Loyalists
53,4,1411.62,2,Potential Loyalists
187,1,124.57,0,At-Risk
334,1,332.41,0,At-Risk
4,3,342.45,2,Potential Loyalists
10,2,144.91000000000003,2,Potential Loyalists
417,2,1408.96,0,At-Risk
24,2,328.4,2,Potential Loyalists
15,3,358.49,2,Potential Loyalists
443,1,352.8,0,At-Risk
369,10,4668.28,2,Potential Loyalists
145,7,1932.41,2,Potential Loyalists
453,3,1610.62,0,At-Risk
60,5,946.59,2,Potential Loyalists
547,4,662.33,0,At-Risk
31,3,998.52,2,Potential Loyalists
434,2,409.25,0,At-Risk
402,1,130.95,0,At-Risk
141,3,207.73999999999998,0,At-Risk
690,1,76.74000000000001,0,At-Risk
394,3,393.39,0,At-Risk
23,4,825.42,2,Potential Loyalists
469,1,450.15999999999997,0,At-Risk
22,6,2812.34,2,Potential Loyalists
77,6,1213.13,2,Potential Loyalists
5,12,14617.39,1,Champions
379,1,217.74,0,At-Risk
67,11,4234.53,1,Champions
404,1,136.01,0,At-Risk
12,6,853.72,2,Potential Loyalists
84,1,13.3,0,At-Risk
31,8,1840.86,2,Potential Loyalists
67,1,432.0,0,At-Risk
67,3,705.12,2,Potential Loyalists
187,19,2396.59,1,Champions
38,4,1073.92,2,Potential Loyalists
15,4,710.74,2,Potential Loyalists
456,1,134.0,0,At-Risk
35,3,660.72,2,Potential Loyalists
401,3,437.15,0,At-Risk
195,6,2530.9,2,Potential Loyalists
477,3,285.41,0,At-Risk
2,11,2056.82,1,Champions
1,7,762.1,2,Potential Loyalists
367,2,401.77,0,At-Risk
502,3,1324.06,0,At-Risk
65,5,1121.42,2,Potential Loyalists
555,1,103.95,0,At-Risk
299,2,289.78,0,At-Risk
26,5,1016.37,2,Potential Loyalists
8,8,1721.02,1,Champions
17,3,887.11,2,Potential Loyalists
729,1,204.26,0,At-Risk
116,1,1706.88,2,Potential Loyalists
29,3,1062.28,2,Potential Loyalists
4,21,5132.37,1,Champions
5,17,5034.15,1,Champions
82,7,1448.8,2,Potential Loyalists
29,9,1707.9,2,Potential Loyalists
722,1,252.59,0,At-Risk
72,1,379.14,0,At-Risk
4,8,1510.06,1,Champions
636,2,255.25,0,At-Risk
29,15,4480.31,1,Champions
290,3,423.90999999999997,0,At-Risk
36,1,208.46,0,At-Risk
9,11,1543.18,1,Champions
24,4,1123.4,2,Potential Loyalists
277,2,1857.83,2,Potential Loyalists
50,16,3213.29,1,Champions
156,24,5125.91,1,Champions
411,1,355.45,0,At-Risk
61,3,446.67,2,Potential Loyalists
573,1,611.08,0,At-Risk
12,32,13378.36,1,Champions
21,3,846.75,2,Potential Loyalists
540,1,125.65,0,At-Risk
371,5,1421.35,2,Potential Loyalists
116,3,543.05,2,Potential Loyalists
80,29,4113.23,1,Champions
4,7,1295.39,2,Potential Loyalists
26,3,380.55,2,Potential Loyalists
5,23,5233.62,1,Champions
53,3,440.71,2,Potential Loyalists
1,9,3181.25,1,Champions
55,6,2110.9900000000002,2,Potential Loyalists
382,3,535.1,0,At-Risk
26,2,551.17,2,Potential Loyalists
499,1,202.1,0,At-Risk
9,9,7043.18,1,Champions
489,3,449.0,0,At-Risk
52,8,6427.66,1,Champions
612,1,33.0,0,At-Risk
13,9,1920.59,1,Champions
212,5,1299.49,2,Potential Loyalists
610,1,101.36,0,At-Risk
22,33,8548.16,1,Champions
383,5,1222.04,2,Potential Loyalists
236,5,955.21,2,Potential Loyalists
139,7,868.77,2,Potential Loyalists
4,6,1286.27,2,Potential Loyalists
57,10,3784.37,1,Champions
135,3,1277.75,2,Potential Loyalists
109,5,798.78,2,Potential Loyalists
30,1,20.8,0,At-Risk
1,20,6081.88,1,Champions
185,6,1309.41,2,Potential Loyalists
18,1,308.74,2,Potential Loyalists
239,2,416.64,0,At-Risk
435,1,809.44,0,At-Risk
87,1,117.35000000000001,0,At-Risk
39,8,2043.43,2,Potential Loyalists
116,3,794.56,2,Potential Loyalists
410,1,251.04,0,At-Risk
187,1,110.55000000000001,0,At-Risk
733,2,207.85,0,At-Risk
227,1,201.19,0,At-Risk
8,7,2154.97,1,Champions
189,1,319.02,0,At-Risk
4,2,439.43,2,Potential Loyalists
39,3,650.41,2,Potential Loyalists
626,1,71.4,0,At-Risk
38,1,357.21,0,At-Risk
383,2,786.25,0,At-Risk
386,1,127.0,0,At-Risk
523,2,365.5,0,At-Risk
423,3,926.12,0,At-Risk
267,1,251.51999999999998,0,At-Risk
395,4,496.0,0,At-Risk
78,3,768.88,2,Potential Loyalists
4,9,2859.74,1,Champions
255,3,1473.3300000000002,2,Potential Loyalists
61,1,384.06,0,At-Risk
13,11,3710.22,1,Champions
88,9,10754.8,1,Champions
17,23,10923.16,1,Champions
30,11,4888.75,1,Champions
3,11,2535.9,1,Champions
5,2,382.67,2,Potential Loyalists
7,6,1133.25,2,Potential Loyalists
219,2,344.0,0,At-Risk
421,1,1041.21,0,At-Risk
11,13,5476.5,1,Champions
464,2,1950.9499999999998,0,At-Risk
30,9,2123.61,2,Potential Loyalists
288,3,702.0,0,At-Risk
150,5,402.0,2,Potential Loyalists
23,2,484.82,2,Potential Loyalists
396,2,406.3,0,At-Risk
1,19,6640.8,1,Champions
86,7,2571.55,2,Potential Loyalists
402,4,830.16,0,At-Risk
46,4,2425.16,2,Potential Loyalists
471,2,742.36,0,At-Risk
5,8,1636.32,1,Champions
51,7,1120.1,2,Potential Loyalists
429,1,81.36,0,At-Risk
551,1,242.06,0,At-Risk
18,1,195.36,0,At-Risk
30,3,671.7,2,Potential Loyalists
725,1,384.16,0,At-Risk
8,3,586.33,2,Potential Loyalists
29,3,1842.56,2,Potential Loyalists
577,1,552.4,0,At-Risk
3,29,14110.61,1,Champions
41,6,2287.7,2,Potential Loyalists
11,11,4012.2,1,Champions
542,2,935.62,0,At-Risk
442,6,1182.22,2,Potential Loyalists
31,2,260.0,2,Potential Loyalists
417,3,800.18,0,At-Risk
45,3,95.85,0,At-Risk
61,5,1510.6399999999999,2,Potential Loyalists
185,3,208.98,0,At-Risk
79,9,1327.1100000000001,2,Potential Loyalists
581,3,1593.83,0,At-Risk
111,7,2137.3,2,Potential Loyalists
64,1,146.87,0,At-Risk
12,6,2773.85,2,Potential Loyalists
548,8,3004.6,2,Potential Loyalists
86,4,1332.79,2,Potential Loyalists
16,5,1283.92,2,Potential Loyalists
246,4,613.59,0,At-Risk
383,1,176.9,0,At-Risk
88,1,1267.32,2,Potential Loyalists
30,2,743.17,2,Potential Loyalists
604,1,1954.99,0,At-Risk
138,2,463.25,0,At-Risk
27,6,1686.28,2,Potential Loyalists
3,5,1044.3799999999999,2,Potential Loyalists
32,8,2616.55,2,Potential Loyalists
25,12,11962.3,1,Champions
113,5,827.6800000000001,2,Potential Loyalists
157,5,1906.07,2,Potential Loyalists
85,6,2289.23,2,Potential Loyalists
118,7,2071.68,2,Potential Loyalists
3,19,9947.48,1,Champions
96,11,4691.79,1,Champions
194,4,714.39,2,Potential Loyalists
28,1,413.75,2,Potential Loyalists
131,1,498.48,0,At-Risk
28,5,1356.33,2,Potential Loyalists
446,1,239.55,0,At-Risk
738,1,128.60000000000002,0,At-Risk
596,1,294.74,0,At-Risk
82,3,1179.89,2,Potential Loyalists
30,9,5602.53,1,Champions
266,1,234.24,0,At-Risk
74,11,5232.2300000000005,1,Champions
314,6,1208.22,2,Potential Loyalists
21,13,3638.53,1,Champions
59,3,859.35,2,Potential Loyalists
638,2,194.7,0,At-Risk
726,1,228.34,0,At-Risk
725,3,454.54,0,At-Risk
12,47,9161.08,1,Champions
28,14,5794.28,1,Champions
114,2,445.32,0,At-Risk
28,13,3801.2000000000003,1,Champions
625,1,282.05,0,At-Risk
18,4,1446.09,2,Potential Loyalists
563,1,203.05,0,At-Risk
18,10,2241.73,1,Champions
36,6,1242.75,2,Potential Loyalists
578,1,306.0,0,At-Risk
36,2,378.2,2,Potential Loyalists
78,1,118.80000000000001,0,At-Risk
22,7,957.53,2,Potential Loyalists
25,6,964.39,2,Potential Loyalists
33,6,4732.03,2,Potential Loyalists
109,9,4049.79,2,Potential Loyalists
35,3,5202.97,2,Potential Loyalists
123,28,7891.41,1,Champions
7,6,2050.08,2,Potential Loyalists
738,1,221.53,0,At-Risk
28,4,1991.01,2,Potential Loyalists
386,1,128.45,0,At-Risk
4,13,3149.48,1,Champions
3,19,7811.1,1,Champions
50,11,5594.96,1,Champions
593,1,235.88,0,At-Risk
322,2,402.20000000000005,0,At-Risk
23,7,2572.25,2,Potential Loyalists
15,11,3759.18,1,Champions
2,9,1340.45,1,Champions
382,3,591.0699999999999,0,At-Risk
533,1,582.17,0,At-Risk
18,2,971.74,2,Potential Loyalists
10,7,2507.05,1,Champions
262,1,25.5,0,At-Risk
722,1,424.3,0,At-Risk
424,1,474.03,0,At-Risk
159,2,665.78,0,At-Risk
389,1,491.23,0,At-Risk
33,10,16075.42,1,Champions
664,1,174.95,0,At-Risk
29,8,1295.46,2,Potential Loyalists
165,3,510.7,0,At-Risk
47,2,476.58,2,Potential Loyalists
503,1,205.17,0,At-Risk
574,6,2322.59,2,Potential Loyalists
6,8,808.62,2,Potential Loyalists
8,7,2761.4900000000002,1,Champions
648,1,389.78,0,At-Risk
288,1,116.19999999999999,0,At-Risk
318,1,157.02,0,At-Risk
3,2,606.91,2,Potential Loyalists
233,1,307.46,0,At-Risk
403,1,314.74,0,At-Risk
119,4,570.5,2,Potential Loyalists
162,3,977.17,2,Potential Loyalists
185,1,298.89,0,At-Risk
50,1,259.35,0,At-Risk
152,9,2070.44,2,Potential Loyalists
429,5,1155.0300000000002,2,Potential Loyalists
335,1,157.09,0,At-Risk
